kyA: kyA/__p
0~ke_saMbaMXameM: None
0~ke_saMbaMXakA{pu._e.}: None
0~ke_saMbaMXaMkA{pu._ba.}: None
0~ke_saMbaMXakA{swrI._e._sajIva._ba.}: None
0~ke_saMbaMXakA{swrI._ba._-}: None
0~ke_sAWa_kA{pu._ba.}: None
0~ke_sAWa_kA{swrI._ba._-.}: None
0~ke_samIpa: None
0~ke_samIpa_kA{pu._e.}: None
0~ke_samIpa_kA{pu._ba.}: None
0~ke_samIpa_kA{swrI._e._sajIva._ba.}: None
0~ke_samIpa_kA{swrI._ba._-}: None
0~ke_sanniXa: None
0~ke_sanniXa_kA{pu._e.}: None
0~ke_sanniXa_kA{pu._ba.}: None
0~ke_sanniXa_kA{swrI._e._sajIva._ba.}: None
0~ke_sanniXa_kA{swrI._ba._-}: None
ke_sAmane: None
0~ke_sAmane_kA{pu._e.}: None
0~ke_sAmane_kA{pu._ba.}: None
0~ke_sAmane_kA{swrI._e._sajIva._ba.}: None
0~ke_sAmane_kA{swrI._ba._-}: None
0~ke_sAmane_se: None
0~ke_samAna{pu._e.}: None
0~ke_samAna{na._e._pu._ba.}: None
0~ke_jEsA{pu._e.}: None
0~ke_jEse{pu._ba.}: None
0~ke_jEsI{swrI._e.}: None
0~ke_jEsA{swrI._ba._-}: None
0~ke_samAna{swrI._e._na._ba.}: None
0~ke_jEsA{pu._ba.}: None
0~ke_jEsA{swrI._e.}: None
0~ke_samAnaA: None
0~ke_samAna_kA{pu._e.}: None
0~ke_samAna_kA{pu._ba.}: None
0~ke_samAna_kA{swrI._e._sajIva._ba.}: None
0~ke_samAna_kA{swrI._ba._-}: None
0~ke_lie_hE_jo-vaha{pu._e.}: None
0~ke_lie_hE_jo-vaha{pu._ba.}: None
0~ke_lie_hE_jo-vaha{swrI._e.}: None
0~ke_lie_hE_jo-vaha{swrI._ba._-}: None
0~ke_padosa_kA{pu._e.}: None
0~ke_padosa_kA{pu._ba.}: None
0~ke_padosa_kA{swrI._e._sajIva._ba.}: None
0~ke_padosa_kA{swrI._ba._-}: None
0~ke_padosameM: None
0~ke_padosa_se: None
0~kesAWa: None
0~ke_sivAya: None
0~ke_sivAya_kA{pu._e.}: None
0~ke_sivAya_kA{pu._ba.}: None
0~ke_sivAyakA{swrI._e._sajIva._ba.}: None
0~ke_sivAya_kA{swrI._ba._-}: None
meM: None
nA: None
nA~`: None
nA~lagawA_hE{2_ba.}: None
nA~lagawA_hE{3_ba.}: None
nA~lagawA_hE{13_swrI._e._3_na._e.}: None
nA~lagawA_hE{2_swrI._e.}: None
nA~lagawA_hE{13_pu.e._1_ba.}: None
nA~lagawA_hE{2_pu._e.}: None
0~ke_ulatA: None
0~ke_ulata: None
0~ke_ulatI: None
0~[kara]: None
mawa+0{2_ba.}: None
mawa+0{2_pu._e.}: None
0~ke_Upara: None
nA~xe{karwA:+ko}: None
nA~xewA: None
nA~xegA: None
nA~xiyA: None
nA~xe: None
nA~*_xoge: None
future~{+hama}: None
subj: None
para: None
0~ke_UparakA{pu._e.}: None
0~ke_UparakA{pu._ba.}: None
0~ke_UparakA{swrI._e._sajIva._ba.}: None
0~ke_UparakA{swrI._ba._-}: None
0~ke_Uparase: None
subj~EsA: None
0~ke_bajAya{pu._e.}: None
0~ke_bajAya{pu._ba.}: None
0~ke_bajAya{swrI._e.}: None
0~ke_bajAya{swrI._ba._-}: None
yA~jAwA_hE{: None
0~sakawA_hE: None
yA1~karawA_WA: None
nA~vAlA_hE{13_pu._e.}: None
nA~vAlA_hE{2_pu._e.}: None
nA~vAlA_WA{3_pu._e.}: None
nA~vAlA_hE{2_ba.}: None
nA~vAlA_hE{1_ba.}: None
nA~vAlA_WA: None
nA~vAlA_hE{3_swrI._e.3_na._ba.}: None
nA~vAlA_WA{1_e.}: None
nA~vAlA_hE{1_e.}: None
0~ne_[ke_lie]: None
0~ke_binA_kA{pu._e.}: None
0~ke_binA_kA{pu._ba.}: None
0~ke_binA_kA{swrI._e._sajIva._ba.}: None
0~ke_binA_kA{swrI._ba._-}: None
0~ke_bAre_meM{pu._e.}: None
0~ke_bAre_meM{pu._ba.}: None
0~ke_bAre_meM{swrI._e.}: None
0~ke_bAre_meM{swrI._ba._-}: None
0~ke_viroXI: None
0~ke_viroXI_kA{pu._e.}: None
0~ke_viroXI_kA{pu._ba.}: None
0~ke_viroXI_kA{swrI._e._sajIva._ba.}: None
0~ke_viroXI_kA{swrI._ba._-}: None
0~ke_viroXa_meM: None
0~ke_viroXa_kA{pu._e.}: None
0~ke_viroXa_kA{pu._ba.}: None
0~ke_viroXa_kA{swrI._e._sajIva._ba.}: None
0~ke_viroXa_kA{swrI._ba._-}: None
0~ke_alAvA: None
0~ke_alAvA_kA{pu._e.}: None
0~ke_alAvA_kA{pu._ba.}: None
0~ke_alAvA_kA{swrI._e._sajIva._ba.}: None
0~ke_alAvA_kA{swrI._ba._-}: None
wA: None
0~rahA_hE{2_ba.}: None
0~rahA_hE{13_e.}: None
0~rahA_hE{2_e.}: None
0~rahA_hE{3_ba.}: None
0~rahA_hE{1_ba.}: None
wA~AyA_hE{2_ba.}: None
wA~AyA_hE{3_pu._e.}: None
wA~AyA_hE{2_pu._e.}: None
wA~AyA_hE{13_swrI._e.}: None
wA~AyA__hE{3_swrI._e.3_na._ba.}: None
wA~AyA_hE{3_swrI._e.3_na._ba.}: None
wA~AyA_hE{1_pu._e.1_ba.}: None
wA~AyA_hE{1_ba.}: None
wA~AyA_hE{3_swrI._ba.}_wA~AyA_hE{3_swrI._ba.}_wA~AyA_hE{3_swrI._ba.}: None
0~rahA_hogA{2_pu._e.}: None
yA~karawA_WA{3_ba.}: None
yA~karawA_hE{2_ba.}: None
wA~samaya{1_pu._e.1_ba.}: None
yA~karawA_hE{2_pu._ba.}: None
yA~karawA_hE{1_e.}: None
yA~karawA_hE{13_e.1_ba.}: None
yA~karawA_hE{2_pu._e.}: None
yA~karawA_WA{1_pu._e1_ba.}: None
yA~karawA_WA{1_ba.}: None
0~rahA_hE_Ora{1_pu._e.1_ba.}: None
0~rahA_hE_Pira_BI{1_pu._e.1_ba.}: None
0~rahA_hE_Pira_BI: None
meM_kA{pu._e.}: None
meM_kA{swrI._e._sajIva._ba.}: None
0~ke_waka: None
0~ke_wakakA{pu._e.}: None
0~ke_wakakA{pu._ba.}: None
0~ke_wakakA{swrI._e._sajIva._ba.}: None
0~rahA_WA{2_ba.}: None
0~rahA_WA{2_pu._e.}: None
0~rahA_WA{1_e.}: None
0~rahA_WA{3_swrI._e.3_na._ba.}: None
0~rahA_WA{2_swrI._e.}: None
0~rahA_WA{1_pu._e.1_ba.}: None
0~rahA_WA{3_swrI._ba.}: None
yA~karegA{3_pu._e.}: None
yA~karegA{1_pu._e.1_ba.}: None
wA~jAyegA{2_ba.}: None
wA~jAyegA{2_e.}: None
wA~jAyegA{1_ba.}: None
wA~jAyegA{3_ba.}: None
0~we_samaya: None
nahIM+wA~{~2_e.}: None
nahIM+wA~{2_e.}: None
nahIM+wA~{23_ba.}: None
nahIM+0~rAhA_hogA{3_swrI._ba.}_nahIM+0~rAhA_hogA{3_swrI._ba.}: None
yA~karawA_WA{2_ba.}_yA~karawA_WA{2_ba.}: None
yA~karawA_hE{13_swrI._e.}: None
yA~karawA_hE{1_pu._e.1_ba.}: None
0~rahA_hE_kiMwu{1_pu._e.1_ba.}: None
wA~rahawA_hE{2_pu._e.2_ba..}: None
wA~rahawA_hE{2}: None
wA~rahawA_hE{3_ba.}: None
wA~rahawA_hE{3_swrI._e.3_na._ba.}: None
wA~rahawA_hE{13_swrI._e.}: None
wA~rahawA_hE{2_pu._e.}: None
wA~rahawA_hE{1_pu._e.1_ba.}: None
wA~rahA{3_pu._e.}: None
wA~rahA{2_pu._e.}: None
wA~rahA{2_ba.}: None
wA~rahA{3_pu._ba.3_na._e.}: None
wA~rahA{3_swrI._e.3_na._ba.}: None
wA~rahA{2_swrI._e.}: None
wA~rahA{1_pu._e.1_ba.}: None
wA~rahA{3_swrI._ba.}: None
0~rahA: None
nahIM+0~pA_rahA_hE: None
nA~saMbava_nahIM: None
0~nahIM_sakawA_hE: None
meM~kA: None
wA~hE: None
0~rahA_hE: None
meM~se: None
0~ke_sAmanekA{swrI._e._sajIva._ba.}: None
0~ke_sAmanekA{swrI._ba._-}: None
0~ke_xvArA: None
0~ke_xvArA_kA{pu._e.}: None
0~ke_xvArA_kA{pu._ba.}: None
0~ke_xvArA_kA{swrI._e.}: None
0~ke_vxArA_kA{swrI._ba._-}: None
nA~vAlA_hE{3_pu._e.}: None
nA~vAlA_nahIM_hE{3_pu._e.}: None
0~ne_kA_hE: None
nA~vAlA_nahIM_hE{2_pu._e.2_ba.}: None
ne~vAlA_WA{1_e.}: None
nA~vAlA_hE{1_pu._e.1_ba.}: None
ne~vAlA_WA{1_pu._e.1_ba.}: None
nA~*_nahIM_cAhiye{karwA:+ko}: None
nA~*_cAhiye{karwA:+ko}: None
nA~*_xewA_hE: None
nA~*_xoge{2_swrI._e.}: None
nA~*_xiyA: None
0~ke_kAraNa{pu._e.}: None
0~ke_kAraNa_kA{swrI._e.}: None
0~ke_yogya: None
ne: None
ke liye: None
ke sAWa: None
ke pAsa: None
ke pICe: None
ke Upara: None
ke bAre meM: None
ke xvArA: None
vAlA: kAl/A__n
Oura: None
aWavA: None
badZA: kAl/A__adj
camadZA: kAl/A__adj
camadZI: Axam/I__n
cidiyZA: None
gesira: None
gIjara: Gar/a__n
cidiyZAGara: None
cidiyAGara: None
AryAvarwa: Gar/a__n
DUzDZa: None
GadZA: kAl/A__adj
ladZA: KA/__v
ladZa: uT/a__v
ladZakA: kAl/A__adj
padZA: W/A__v
padZa: uT/a__v
pedZa: Gar/a__n
udZa: uT/a__v
xo: redio/__n
xOdZA: W/A__v
xOdZa: uT/a__v
nalasAja: None
nalasAjI: None
xvIpasamUha: None
xUra: anek/a__adj
ganwavya: Gar/a__n
gumA: None
guma: anek/a__adj
doYktara: None
manxira: Gar/a__n
calaciwra: None
saca: Gar/a__n
lomadZI: None
manwrI: Axam/I__n
sanwrI: None
tanwrI: None
wIna: Gar/a__n
xasa: Gar/a__n
aBAgA: kAl/A__adj
aBAgI: ajAwI/__adj
aBagna: None
aBAgya: None
abAhya: None
Aba: None
ABA: gudiy/A__n
AbakArI: None
aBakRa: None
aBakRaNa: None
aBakRya: None
aBakwa: None
abala: None
abAla: None
abalA: gudiy/A__n
aBaMga: None
aBaMgapaxa: None
aBaMjana: None
abaMXana: None
ABAra: Gar/a__n
abaraka: None
ABArI: None
aBARiwa: None
AbarU: None
aBarwqkA: None
ABAsa: Gar/a__n
aBAvagraswakRewra: None
aBAva: Gar/a__n
aBAvanA: None
aBAvapaxArWa: None
aBAvapramANa: None
aBAvI: None
aBAviwa: None
aBavya: None
aBAvya: None
abAXa: anek/a__adj
abAXA: None
AbAxa: Gar/a__n
AbAxI: Axam/I__n
abAXiwa: None
aBaxra: anek/a__adj
abaxXa: None
AbaxXa: anek/a__adj
abaXya: None
abAXya: None
aBayacArI: None
aBaya: anek/a__adj
aBayamuxrA: None
aBayaparigraha: None
aBayapawra: None
aBayavacana: None
aBayavana: None
aBayaxAna: None
abBakRa: None
abBakRaNa: None
abe: None
aBexa: None
aBexya: None
aBiBARaNa: Gar/a__n
aBiBava: None
aBiBAvaka: Gar/a__n
aBiBUwa: anek/a__adj
aBicAra: None
aBicAraka: None
aBicArI: None
aBigama: None
aBigamana: None
aBigAmI: None
aBiGAwa: None
aBigqhIwa: None
aBigrahaNa: None
aBihawa: None
aBihiwa: None
aBihiwAnvayavAxa: None
aBi: None
aBijana: None
aBijAwa: None
ABijAwya: None
aBijFa: None
aBijFA: None
aBijFAna: None
aBijFAnapawra: None
aBijFApaka: None
aBijFApana: None
aBijFAwa: None
aBijiwa: None
aBikalpa: None
aBikalpanA: None
aBikaraNa: Gar/a__n
aBikarwwA: None
aBikaWana: Gar/a__n
aBikoSa: None
aBikramaNa: None
aBikraMxa: None
aBikriyA: None
aBiKyAna: None
aBiKyAwa: None
aBilakRiwa: None
aBilApa: None
aBilARA: kAl/A__n
aBilARa: None
aBilARI: ajAwI/__adj
aBilaRiwa: None
aBilAsA: None
aBilAsa: None
aBileKAgAra: None
aBileKa: Gar/a__n
aBileKana: Gar/a__n
aBiliKiwa: anek/a__adj
aBilIna: None
aBimaMwraNa: None
aBimaMwriwa: None
aBimAna: Gar/a__n
aBimAnI: ladak/I__n
aBimanyu: None
aBimawa: anek/a__adj
aBimawi: None
aBimuKa: None
ABimuKya: None
aBinaMxa: None
aBinaMxanagranWa: None
aBinaMxana: Gar/a__n
aBinaMxanapawra: None
aBinaMxanIya: None
aBinaMxiwa: None
aBinaMxya: None
aBinava: anek/a__adj
aBinaya: Gar/a__n
aBinewA: pIdZ/A__n
aBiniRkramaNa: None
aBinirxeSa: None
aBiniveSa: None
aBiniveSiwa: None
aBiniviRta: None
aBinIwa: anek/a__adj
aBinna: anek/a__adj
aBinnawA: None
aBiprAya: Gar/a__n
aBiprewa: anek/a__adj
aBIpsA: None
aBIpsiwa: None
aBipuRti: None
abIra: None
ABIra: None
aBirakRaka: None
aBirakRaNa: None
abirala: None
aBirAma: None
aBiramaNa: None
aBirawi: None
aBiRecana: None
aBiReka: Gar/a__n
abIrI: None
aBiRikwa: None
aBIRta: None
aBiruci: SAnwi/__n
aBIru: None
aBirUpa: None
aBisamaya: None
aBiSaMkA: None
aBiSaMsana: None
aBisaMwApa: None
aBisaMXAna: None
aBisaMXi: None
aBiSApa: None
aBiSapwa: anek/a__adj
aBivacana: Gar/a__n
aBivaMciwa: None
aBivAMCiwa: None
aBivaMxanA: None
aBivaMxana: None
aBivaMxanIya: None
aBivaMxiwa: None
aBivaMxya: None
aBivAxana: Gar/a__n
aBivqwwi: None
aBivqxXi: SAnwi/__n
aBivyakwa: anek/a__adj
aBivyakwi: Apawwi/__n
aBivyaMjaka: None
aBivyaMjanA: None
aBivyaMjana: None
aBivyApwi: None
aBIwa: None
aBiwApa: None
aBIwi: None
aBiXA: None
aBiXAna: None
aBiXAraNA: None
aBixarSana: None
aBixAwA: None
aBiXAyaka: None
aBiXeya: None
aBiyAcanA: None
aBiyAcana: None
aBiyaMwA: gudiy/A__n
aBiyAna: Gar/a__n
aBiyAnI: None
aBiyoga: Gar/a__n
aBiyogAXIna: None
aBiyogI: None
aBiyojana: Gar/a__n
aBiyokwA: None
